CountyCode	CountyName	ElectionNumber	ElectionDate	ElectionName	Precinct	PollingLocation	ReVoters	RegDem	RegRep	RegOth	ContestName	DistrictName	ContestID	CanName	CanParty	VoterID	CanAcct	CanVotes
IND	Indian River	10282	11/8/2016	2016 General Election	10	Sebastian Christian Church	6173	1761	2537	1875	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	10	Sebastian Christian Church	6173	1761	2537	1875	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	10	Sebastian Christian Church	6173	1761	2537	1875	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	11	Sebastian Christian Church	1454	433	619	402	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	12	Liberty Magnet School	1198	277	643	278	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	13	Realtors Association of IRC	5524	1226	2986	1312	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	14	Indian River Shores - Comm Center	2368	424	1371	573	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	15	Indian River Shores - Comm Center	462	37	336	89	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	16	Indian River Shores - Comm Center	3688	511	2517	660	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Lange Sykes	NOP		1	1445
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	1513
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Norman Wells	NOP		3	1096
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Laura Moss	NOP		4	1583
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	1131
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	Tony Young	NOP		6	1341
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	OverVotes			901	15
IND	Indian River	10282	11/8/2016	2016 General Election	17	Christ By The Sea UMC	4437	852	2541	1044	City of Vero Beach		730030	UnderVotes			902	2873
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	18	St. Edwards Upper School	3300	480	2133	687	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Lange Sykes	NOP		1	562
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	546
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Norman Wells	NOP		3	453
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Laura Moss	NOP		4	531
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	559
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	Tony Young	NOP		6	664
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	19	Trinity Episcopal Great Hall	2080	563	1018	499	City of Vero Beach		730030	UnderVotes			902	1211
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Lange Sykes	NOP		1	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Randolph Bruce Old	NOP		2	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Norman Wells	NOP		3	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Laura Moss	NOP		4	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Sharon Shelton Gorry	NOP		5	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	Tony Young	NOP		6	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	WriteinVotes			900	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	OverVotes			901	0
IND	Indian River	10282	11/8/2016	2016 General Election	20	Trinity Episcopal Great Hall	622	205	281	136	City of Vero Beach		730030	UnderVotes			902	0
IND	Indian River	10282	11/8/2016	2016 General Election	21	Gifford Community Center	3114	2130	431	553	City of Vero Beach		730030	Lange Sykes	NOP		1	0
